site_no,Visummer,VI winter,Vispring,VI fall,StreamOrde,DrainageArea,D50_mm,AI,Ludev,Luforest,Luagri,Mean Elev,Slope,Mean discharge,CAT_SILTAVE,CAT_CLAYAVE,CAT_SANDAVE,Pred Wbank,Pred D bank,Pred W mean,Pred D mean,Soil erodib factor,Rainfall,HydraulicCOnductivity,Permeability,Rating Curve Coeff,RatingCurve Exponent
3313700,0.28,0.43,0.44,0.27,4,316.0422,1.1438928,0.950769231,33.23,12.3,53.38,16796,0.00097264,6.359302218,53.28,37.32,9.4,28.06627,1.8794228,25.632042,0.882171,0.41,1256.745325,0.0544,3.08,0.191239628,0.409090381
1388000,0.2,0.38,0.39,0.15,4,415.683,0.30065072,1.025133333,79.26,7.05,0,5483,0.00062409,8.704896112,46,12.28,41.96,29.981325,1.6522506,24.753399,0.83882684,0.2278,1242.820513,0.3407,10.75960978,0.191212557,0.77937315
2035000,0.25,0.51,0.49,0.2,6,16195.0401,3.0575826,0.829683333,5.47,56.89,24.39,4841,0.00024887,219.5570916,32.27,30.88,36.39,152.69318,3.6666055,164.5843,2.2004251,0.2882,1093.854729,0.0253,5.459579879,0.367605829,0.407104749
2321000,0.37,0.48,0.45,0.29,3,491.6781,0.18218595,0.818166667,10.28,28.18,25.97,2472,0.00115439,5.228442453,11.23,11.67,77.1,30.990374,1.7008066,20.229452,1.4331958,0.1537,1289.902746,6.2556,21.73787813,0.677875253,0.287910124
6785000,0.14,0.25,0.23,0.12,6,17909.5608,0.23245642,0.44035,33.23,0,15.13,54034,0.0014689,33.61371348,23.8,8.04,68.24,78.89655,2.479282,74.51975,1.8516452,0.2428,671.4288193,8.4692,26.3818011,0.187556464,0.471528566
2380500,0.27,0.54,0.45,0.21,5,612.5247,3.0300746,1.1677,33.91,63.33,1.05,37047,0.00230084,15.08795613,33.98,19.47,46.55,42.063023,1.450134,38.10703,1.1056881,0.2636,1478.828081,0.1158,7.065408052,0.19310655,0.820181916
1436690,0.24,0.43,0.47,0.21,4,444.8034,0.39576587,1.14735,14.92,78.31,1.08,32020,0.00086419,5.633939044,50.09,15.98,33.85,33.914238,1.4838669,26.099966,0.6779884,0.3194,1248.282125,0.1555,4.588994516,0.310077142,0.535429766
3324000,0.23,0.3,0.45,0.18,4,745.0191,4.232295,0.83357619,33.97,9.46,53.59,21274,0.00105578,7.687983155,48.18,30.79,21.03,32.46976,1.7083745,26.80567,0.8550121,0.344,998.177262,0.0518,3.293776039,0.832677225,0.340114028
2382500,0.16,0.29,0.3,0.13,5,1345.3155,2.7810366,1.0258,19.95,56.81,11.5,20480,1.00E-05,30.42813,52.41,29.92,17.67,57.70925,1.9781119,52.39479,1.2841282,0.32,1356.36013,0.0244,2.74,0.301650331,0.844008877
6600500,0.18,0.32,0.33,0.14,5,2297.3499,0.62188727,0.522,6.91,4.2,49.63,33647,0.00098489,9.491451894,73,23.59,3.4,64.60154,3.3961337,43.03721,1.2070582,0.3259,715.9049005,73.1667,3.20041574,0.794660638,0.302278238
1500500,0.22,0.4,0.45,0.21,5,2550.8106,0.19317317,1.007933333,54.52,28.66,6.95,29905,1.00E-05,46.20837528,51.2,12.13,36.62,71.51511,2.5574665,56.82838,1.0789777,0.33,1023.488925,0.2252,16.51290244,0.238473038,0.540806259
2369000,0.29,0.43,0.36,0.25,5,1211.7069,0.8390991,1.0202,18.61,2.21,0,1556,0.00053216,33.45471464,30.67,15.16,54.17,43.574184,2.2242355,43.265423,1.6888173,0.1596,1637.288637,33.5512,11.52236593,0.461652244,0.377746781
3193000,0.18,0.56,0.47,0.14,6,21430.4022,0.47763583,0.9386,5.11,86.75,0.18,18931,0.00025218,369.2414856,52.69,21.44,25.87,189.1292,4.519286,217.12378,3.6516564,0.28,1159.31874,0.2479,8.83,0.088047028,0.656066585
2379500,0.29,0.53,0.47,0.23,4,349.2729,2.7810576,1.16616,26.39,72.32,1.15,38050,0.00238759,9.785918307,39.96,20.37,39.67,33.11355,1.3266965,31.328669,1.4787261,0.2681,1490.210869,0.1374,6.507476099,0.285238613,0.500862128
2037500,0.24,0.4,0.41,0.2,6,17490.825,2.727101,0.80208,35.82,28.65,1.06,3105,1.48E-05,220.9603873,38.39,29.57,31.73,153.74901,3.9821458,159.03946,2.5772386,0.2913,1120.947362,0.0001,4.649644699,0.157999403,0.49434343
2329000,0.34,0.51,0.42,0.28,5,2958.2541,0.34028026,0.941733333,8.15,25.15,6.94,2400,0.00016361,32.18637681,18.99,19.85,61.16,44.052162,2.7711546,40.142418,2.3758948,0.173,1436.160534,0.1743,13.62873341,1.09879445,0.200505537
5362000,0.26,0.37,0.53,0.16,5,1480.4379,4.0136943,0.844222222,7.99,16.53,64.33,33482,0.00111823,15.31403747,37.83,9.28,52.89,46.438225,1.7790682,40.379482,0.8640015,0.2759,788.4410287,0.6515,15.75614412,0.304795098,0.458002319
2039500,0.25,0.46,0.43,0.22,5,782.6139,0.25286973,0.8382,81.48,2.96,11.11,8805,1.00E-05,9.510140982,45.17,26.41,28.42,33.149094,2.0155098,25.641018,0.85294867,0.3,1113.402039,0.0253,3.43,0.782538512,0.351476378
2395000,0.3,0.44,0.47,0.26,6,4236.6771,0.6975539,0.98376,5.91,39.33,44.03,18894,1.00E-05,79.21104051,47.07,33.21,19.72,64.83922,3.3599164,53.293472,2.068957,0.345,1251.816206,0.0716,4.615973742,0.157393614,0.78559005
5402000,0.28,0.44,0.49,0.22,4,585.6687,2.1222994,0.8278,10.26,22.22,0.19,29100,0.0005662,5.335904713,20.8,5.17,74.03,30.529049,1.410627,21.774574,0.93087095,0.2012,830.0618918,0.2904,26.0745154,0.696703982,0.329567148
9247600,0.12,0.17,0.15,0.08,6,5509.143,5.582304,0.2924375,4.26,1.78,16.43,187768,1.00E-05,36.63511614,43.1,32.85,24.05,59.47681,2.8942714,50.60734,1.9155896,0.32,375.1821286,1.0054,2.18,0.309411686,0.466089629
1457000,0.23,0.44,0.5,0.18,4,403.1775,0.6828278,1.013390323,10.76,51.65,34.58,3636,0.00309895,8.55124915,46.58,13.87,39.56,30.171091,1.4728994,26.654396,0.96595764,0.309,1218.896936,0.0659,11.24525134,0.285106173,0.569698165
1636500,0.19,0.47,0.42,0.16,6,7875.3888,2.1246817,0.7774,33.71,30.28,8.32,9086,1.00E-05,87.29387313,42.97,16.52,40.51,95.138824,2.8202631,92.97913,1.763685,0.2649,1007.315367,0.0847,18.11,0.221557203,0.496203935
3532000,0.3,0.53,0.51,0.24,5,1785.4695,0.8912233,1.027441667,13.21,45.14,29.89,31654,0.00071396,32.92819204,38.45,40.92,20.63,58.7212,2.0691295,48.338844,1.2214116,0.34,1287.451756,0.067,5.01,0.356660393,0.611436026
4230500,0.25,0.36,0.5,0.17,4,526.888,0.20736635,0.7857,8,25.85,62.27,17103,0.00193915,6.683416322,48.99,22.83,28.19,30.903473,1.6513857,24.519606,0.8644362,0.34,869.5828839,0.0298,5.418155011,0.278977155,0.492153226
2404400,0.28,0.54,0.46,0.22,5,1241.5104,0.552802,0.948666667,9.02,41.11,28.07,15010,0.0009049,19.6363706,43.63,38.22,18.15,51.45467,2.126975,51.225544,2.036554,0.33,1378.929634,0.022,3.446359649,0.28487104,0.593875216
7052250,0.35,0.53,0.37,0.28,5,1187.6643,2.14011,0.7676,4.72,43.2,50.79,31630,0.00201123,15.52145803,45.24,36,18.76,47.417416,1.6603584,40.057144,0.7419572,0.3636,1135.276306,0.067,4.621896637,0.269900685,0.570438518
1611500,0.19,0.56,0.55,0.16,5,1749.267,11.07517,0.7616,5.98,84.9,4.77,14213,0.00107364,18.3148255,39.35,18.56,42.09,55.137512,1.8213056,53.970554,1.2472752,0.2659,959.8050654,0.1436,16.59896135,0.338493676,0.490859369
1631000,0.23,0.49,0.48,0.19,5,4238.2035,9.0672245,0.76791,19.51,60.05,14.47,14118,0.0004645,50.65717125,49.21,27.54,23.2,77.034065,2.2616625,71.880875,1.674268,0.3034,1021.265753,0.5196,6.903464824,0.139096884,0.671971811
6438000,0.12,0.15,0.15,0.1,6,18102.4668,0.50877225,0.26595,1.6,0,0,66540,0.00014018,11.85245013,34.08,28.39,37.53,44.906734,2.318818,77.97853,1.646322,0.28,435.2341812,127.8686,7.47,0.287504218,0.509014424
3262700,0.3,0.38,0.34,0.24,5,2402.0991,13.151056,0.8015375,84.89,4.34,4.82,24626,0.00083673,25.03111763,48.55,20.81,30.64,64.87916,2.1971061,49.099342,1.1942798,0.37,1020.659208,0.0292,13.46,0.292468811,0.532324855
2110500,0.31,0.43,0.43,0.22,6,2913.2001,0.22506025,0.8575,38.34,4.91,0.15,553,1.00E-05,39.01038605,21.36,18.77,59.87,50.406902,2.495707,48.913155,2.5609634,0.1603,1316.725031,237.0113,11.93564417,0.772668032,0.217886955
3186500,0.2,0.56,0.57,0.17,4,331.7481,3.4968913,1.172033333,6,92.37,0,67026,0.00408196,10.17334878,56.19,20.9,22.91,31.532516,1.1271743,30.02169,0.9247914,0.3003,1383.938623,0.2494,11.61275058,0.299882995,0.592012421
3329000,0.19,0.29,0.27,0.15,5,9908.649,8.343265,0.82995,72.66,0,0,17565,1.00E-05,105.4998772,41.15,27.04,31.81,106.185135,2.983033,102.487305,2.304597,0.31,1006.082438,0.0557,6.11,0.115545885,0.63309319
2080500,0.23,0.32,0.37,0.2,7,21943.3734,1.7666136,0.80752,47.58,7.53,13.53,1500,0.00049354,246.7139515,29.27,22.14,48.59,147.00784,4.4911647,162.28261,3.0893495,0.1983,1179.024798,12.8465,12.75673356,0.147474491,0.544631716
1451000,0.24,0.41,0.47,0.18,5,2297.439,0.09289935,0.955585714,22.02,55.08,13.85,10249,0.00238858,55.79836964,50.21,18.38,31.32,74.8471,2.244912,67.40868,1.4477322,0.2745,1148.455722,0.0298,12.46457466,0.122338246,0.609485026
3473000,0.33,0.54,0.56,0.29,5,784.242,1.1227324,0.92806,6.53,33.67,58.18,54298,0.00317708,14.23125963,32.3,53.13,14.57,41.508656,1.5698718,35.605373,0.92786527,0.3283,1072.77403,0.0708,3.58,0.263660277,0.587590155
4040000,0.24,0.38,0.55,0.21,6,3471.178,1.5767531,0.860488889,2.79,85.24,0.03,19589,0.00099484,38.82859218,35.77,25.79,38.44,68.91046,1.9201461,82.594215,1.3543879,0.3084,824.8058627,0.5443,7.515287559,0.258662686,0.62177846
6228000,0.18,0.21,0.26,0.13,6,5992.8165,2.640584,0.140514286,40.59,0.04,19.38,149451,0.00230528,16.97057032,37.38,16.27,46.34,51.902443,1.6175586,47.043373,0.87381065,0.3361,202.0378898,127.2908,15.18448856,0.296786726,0.529924601
3091500,0.27,0.41,0.57,0.2,5,712.2006,7.6174364,0.880655556,17.25,34.31,44.21,27414,0.00083112,8.811027482,53.62,32.13,14.25,36.06345,1.6378641,31.112293,0.87154686,0.3774,981.5484338,16.2866,3.435430897,0.376560974,0.719609556
1443500,0.25,0.49,0.5,0.19,4,329.5017,0.25607848,1.04038,12.89,66.86,14.36,10155,0.00194545,6.279958542,50.62,15.06,34.08,26.704845,1.2824327,23.294422,0.8857,0.2712,1205.839716,0.0647,8.97529855,0.33207688,0.545248728
5399500,0.32,0.42,0.46,0.14,4,570.5586,13.691605,0.875433333,7.7,6.65,75.46,35346,0.00018399,5.161190051,52.28,16.99,30.73,29.964098,1.4796021,30.707394,0.877019,0.3542,792.7424823,1.3494,4.75013993,0.456333074,0.474614993
3194700,0.18,0.54,0.46,0.16,5,690.5106,1.484199,1.047866667,4.45,92.71,0.38,31178,0.00240157,20.06522855,54.44,20.52,25.04,45.244965,1.4873351,42.381012,1.0707294,0.2829,1310.472729,0.2549,11.04165563,0.28874797,0.485690547
3061500,0.22,0.43,0.41,0.2,4,300.2076,2.360614,0.9194,32.3,38.42,0.25,27076,0.00490114,5.113646142,57.74,26.77,15.48,27.097511,1.2226676,25.988514,0.87035775,0.35,1176.178604,38.5899,4.71,0.434233665,0.51424946
1417000,0.24,0.43,0.53,0.2,3,967.1184,0.3758126,1.0654,5.76,74.69,10.48,32965,0.01413429,5.565185851,56.36,14.94,28.89,32.123505,1.6465998,25.981405,0.7107953,0.3211,1174.456672,0.1555,5.061300626,0.265409373,0.449541046
6036905,0.3,0.23,0.23,0.34,4,678.1113,0.9521678,0.608463636,0.87,59.46,0,210003,0.01197442,8.855230009,35.03,16,49.02,39.451897,1.2726847,34.068592,1.3771424,0.278,709.4849447,1.7533,13.18287155,0.278206346,0.631438481
7144200,0.18,0.37,0.28,0.2,6,3416.1984,0.85165346,0.47058,17.73,18.57,25.57,40555,0.00014793,11.69849168,50.7,23.83,25.47,41.176647,2.5267498,31.57829,0.74761546,0.33,864.450039,142.5067,7.60319622,0.593045207,0.614588869
5464500,0.21,0.32,0.3,0.14,6,16861.7457,0.3634886,0.723972727,93.2,2.64,0.83,21385,1.00E-05,147.1857478,60.94,27.44,11.61,155.27979,5.0628543,145.67363,2.5579252,0.3022,952.5704577,0.0551,3.754261574,0.105461173,0.688107921
8395500,0.1,0.11,0.11,0.09,7,35697.6432,0.58942205,0.1353,0.14,0,0,101746,0.0006482,5.32681502,47.23,24.74,28.03,55.379894,1.6256783,85.435486,1.4199218,0.3309,345.1581594,0.5129,3.085238992,0.576197945,0.56156155
6799350,0.17,0.29,0.4,0.13,6,11411.1468,0.18552628,0.5362,7.47,0.71,65.57,39425,0.00042234,29.42081644,39.84,18.61,41.54,77.83614,2.7483606,57.707462,1.4464821,0.2612,769.5688464,89.26,13.56834434,0.519976499,0.255980582
7019000,0.25,0.53,0.45,0.2,7,9813.708,1.0957302,0.717471429,10.44,59.86,12.16,12800,1.00E-05,103.5106785,59.93,27.07,12.99,81.59497,3.926758,64.61096,2.7852345,0.3656,1090.992362,0.114,3.076219035,0.295277849,0.534328894
1049500,0.15,0.22,0.27,0.1,4,561.4632,0.12344373,1.06155,95.74,3.2,0.8,15,0.00841352,10.82140709,55.71,32.98,11.3,37.7287,3.1401079,52.96512,0.82561857,0.31,1157.995845,0.1453,4.42,0.496426885,0.425430553
6890100,0.16,0.27,0.42,0.13,5,1131.9237,0.15379283,0.631933333,5.82,2.91,84.94,28631,1.00E-05,8.037157628,56.99,37.5,5.51,30.838507,2.594503,27.161053,0.9647595,0.29,928.4176187,142.5067,2.834493671,0.852916863,0.337617109
4199000,0.21,0.38,0.48,0.18,5,960.183,9.117996,0.787933333,22.07,28.73,45.69,17877,1.00E-05,9.718099569,42.29,18.19,39.52,40.200394,1.6724752,36.425484,1.0060976,0.2401,957.3134754,0.0001,7.267207207,0.533540018,0.407443301
4214500,0.27,0.38,0.35,0.17,4,368.97,0.1341511,0.911666667,86,3.75,2.22,18275,0.00373537,6.324840671,59.09,21.6,19.31,25.621206,1.3582358,24.851397,1.0034479,0.4599,1022.418121,0.0049,2.456023891,0.28115307,0.50012761
2481510,0.36,0.46,0.44,0.3,5,802.1205,0.4144799,1.102783333,3.41,8.07,1.19,911,1.00E-05,17.68316262,40.12,15.55,44.33,82.863914,3.2038927,31.457247,0.923839,0.2267,1664.507211,40.3491,5.500691441,0.790237134,0.344927284
9304200,0.22,0.4,0.47,0.13,5,1659.1779,3.6362076,0.2826,2.25,1.36,84.14,194663,0.00498921,16.45667702,43.1,32.85,24.05,35.012848,1.2633692,28.229757,0.75748086,0.32,427.6103016,5.4615,2.18,0.298029721,0.495777665
5482300,0.19,0.32,0.3,0.14,4,1808.7552,0.17681628,0.66655,8.67,6.35,64.74,35229,0.00094362,12.878651,36.93,22.23,40.84,40.758133,2.2546144,38.203777,0.8225615,0.24,848.9729004,245.1742,11.34,0.503891794,0.454280027
9109000,0.18,0.19,0.19,0.19,5,662.6592,3.2079554,0.41345,1.31,69.05,0,279384,0.02644614,5.93324763,36.75,12.06,51.19,29.25655,1.0388708,34.71271,0.9041746,0.1884,555.2726833,0.118,14.04752775,0.367681224,0.556854598
7036100,0.27,0.54,0.44,0.25,5,1713.987,0.9807179,0.829571429,3.04,57.15,32.68,14553,0.00026606,27.15054523,47.17,24.56,28.28,61.897785,2.4874847,46.51746,1.392582,0.3653,1171.903061,0.0678,6.95550312,0.515808706,0.387733998
2047000,0.28,0.41,0.54,0.24,6,3734.676,0.18359596,0.8783,5.03,32.78,22.6,565,1.00E-05,43.06639967,26.12,18.06,55.83,61.332943,3.6870968,55.232643,2.2676687,0.2221,1191.276474,7.1535,12.36829052,0.73608108,0.339758849
7013000,0.25,0.51,0.37,0.2,6,2024.3151,0.6301762,0.7452,6.53,45.37,41.59,21155,0.00025616,18.67291977,36.74,34.9,28.36,51.490288,2.1746047,38.52809,0.7292208,0.37,1146.105187,0.1773,6.17,0.34607208,0.514539495
2377570,0.34,0.44,0.4,0.32,4,501.5988,0.6620375,1.0427,4.83,37.05,1.3,943,1.00E-05,13.89519583,24.39,21.31,54.31,60.023903,2.487337,31.648754,1.3308834,0.1656,1705.885336,34.6258,11.75800962,0.895245202,0.265196311
2075045,0.25,0.46,0.4,0.22,7,5479.7967,2.098327,0.8251,16.94,40.32,25.81,11424,1.00E-05,71.42346716,45.17,26.41,28.42,76.65266,3.0512424,107.31271,2.3634493,0.3,1114.208083,0.0925,3.43,0.229538909,0.656980137
4086000,0.25,0.34,0.4,0.16,4,1118.744,2.4880934,0.780745455,49.39,8.22,28.51,17802,0.00075267,8.421048499,41.62,41.92,16.45,35.969227,1.7257843,28.682882,0.80314624,0.31,824.9488386,0.087,2.17,0.34083247,0.582693414
5319500,0.14,0.21,0.55,0.11,5,2205.6642,0.41744778,0.677109524,4.76,6.08,82.8,27011,0.0008083,11.70517445,43.49,22.75,33.76,40.124157,2.356054,33.73797,0.758231,0.2531,781.4068405,168.5498,7.502095129,0.357235,0.606641866
6799000,0.17,0.26,0.2,0.13,5,6712.6248,0.19008452,0.4756,30.42,0.85,12.49,45910,0.0007076,16.23172835,25.8,9.39,64.97,46.032524,2.506782,45.61466,1.1152946,0.1988,715.2737163,2.9389,24.73949153,0.258733601,0.498212052
5211000,0.2,0.31,0.38,0.16,6,8483.3172,0.43879962,0.736966667,48.95,25.86,5.23,38066,0.00450495,41.89892628,32,8.59,59.41,70.06723,2.600508,55.019512,1.6040367,0.2983,714.413694,105.0411,14.57122952,0.33848655,0.744586659
1549700,0.22,0.51,0.51,0.2,5,2460.357,2.3779182,0.913,3.8,86.88,3.92,17227,0.00102231,42.37864121,49.4,18.36,32.18,67.831276,1.9121217,62.324574,1.3751304,0.2459,1043.439363,0.1646,15.00236577,0.110270026,0.653877229
2166501,0.29,0.45,0.45,0.22,6,3035.2365,1.4259641,0.7767,12.27,56.13,11.79,11494,1.00E-05,48.0549705,36.9,30.3,32.8,62.669266,2.6695673,53.61739,1.703548,0.26,1143.879999,1.3758,3.86,0.255568661,0.768326324
2296500,0.37,0.37,0.45,0.3,4,851.3586,0.086188406,0.70794,4.34,1.08,60.3,734,0.00078835,6.073925498,5.05,6.36,88.58,41.38427,1.9105997,24.017035,1.6836903,0.1007,1271.369627,8.0301,26.08854514,1.064589338,0.210221628
2400100,0.32,0.41,0.48,0.29,5,655.7679,0.39410883,1.01705,14.95,23.39,45.12,16551,0.0014804,11.25943968,44.39,39.5,16.11,34.77078,1.8894013,32.076885,1.0830499,0.354,1380.969314,77.5439,1.405044983,0.262992944,0.564895825
2303000,0.33,0.4,0.43,0.28,4,538.2702,0.07703127,0.736675,2.29,4.39,17.63,1046,0.00044558,5.602790563,5.98,11.77,82.25,28.741863,2.0721896,30.018435,1.5197948,0.1071,1337.488174,16.8172,21.59969432,0.667620877,0.434438258
1646500,0.17,0.33,0.32,0.13,7,29947.1013,2.2069693,0.7639,35.11,39.02,0.04,686,0.00228025,362.92228,52.49,17.33,30.18,240.59059,4.848823,344.27213,2.794697,0.2133,1101.868466,0.547,5.13,0.027181931,0.742867929
7026040,0.16,0.42,0.46,0.12,6,4760.4033,0.39253908,0.920275,5.67,0,24.64,8232,1.00E-05,85.7550249,72.23,16.95,10.82,96.12189,4.239903,65.17231,2.9845865,0.4401,1307.428274,139.7515,2.9,0.762296832,0.235066294
9363500,0.16,0.17,0.18,0.14,5,2809.5669,0.23932369,0.21675,1.68,57,6.13,180641,0.00304989,27.61969799,42.41,20.69,36.9,48.72263,1.4308205,44.614403,0.95930845,0.2522,354.6287982,0.5473,5.759754361,0.381749281,0.346290424
8030500,0.28,0.38,0.36,0.19,6,24108.9876,0.25132972,0.95916,17.69,2.78,0.21,435,0.00012348,242.3657934,50.79,23.69,25.52,166.2109,4.4591994,155.62926,3.7114725,0.3015,1550.033689,48.7122,2.800460444,0.607486659,0.233325431
9430500,0.14,0.14,0.17,0.12,6,4811.3136,1.5403634,0.163288889,0,12.82,0,141177,0.00368694,5.69787838,40.87,25.13,33.98,27.626123,1.2527597,22.630066,0.7649819,0.1441,429.2797693,0.6265,3.467038623,0.463800554,0.298846286
2475500,0.28,0.54,0.45,0.26,5,965.4066,0.948353,0.96185,3.66,36.79,0,8330,1.00E-05,15.60691814,33.69,13.28,53.03,40.46668,2.7561178,29.633291,1.4524995,0.2117,1435.935309,10.5614,14.32797753,0.771396979,0.32317221
1428500,0.24,0.42,0.5,0.18,5,5245.8255,0.28659433,1.016325,3.62,83.66,0.9,17844,0.00186113,89.78413756,60.12,15.05,25.88,97.24934,2.5136764,89.28313,1.3812749,0.2734,1100.386655,0.1873,7.784002255,0.155297253,0.565603692
4271500,0.29,0.39,0.57,0.22,4,650.232,0.08901526,0.8888,1.5,1.48,15.39,4846,0.00211949,10.29550746,38.49,42.65,18.54,30.429575,1.8668762,29.794407,1.0196292,0.3822,962.3823481,0.1761,3.273604506,0.321702834,0.563063859
2298202,0.32,0.32,0.38,0.26,4,927.9522,0.121139236,0.69345,12.19,0.29,58.29,15,1.00E-05,9.255516308,5.46,6.2,88.33,46.60325,2.5222707,37.18298,2.243036,0.0973,1309.588032,6.9074,28.55501642,0.080399344,0.627865112
1608500,0.26,0.53,0.48,0.19,5,3793.6683,5.1702995,0.737575,8,68.24,19.57,17003,0.00077089,43.20260348,51.5,21.16,27.35,71.70965,1.8507103,64.62625,1.2712632,0.3378,948.0052451,31.3505,6.686577071,0.36999201,0.450221073
9085000,0.15,0.26,0.27,0.12,5,3767.112,1.5896595,0.2751,19.97,56.68,0.21,174351,0.00568384,35.44903862,36.14,20.95,42.91,51.521774,1.421281,45.532772,1.1522634,0.2751,508.5162979,13.712,11.68395606,0.210362264,0.593026759
1421900,0.24,0.45,0.54,0.2,3,354.1194,0.2221987,1.033471429,20.6,56.29,19.07,41159,0.0008413,6.652154574,54.73,14.83,30.21,25.635899,1.2663246,25.249662,0.6050764,0.3163,1140.31178,0.1704,6.056844854,0.35321665,0.525963561
3408500,0.23,0.57,0.53,0.2,4,998.1612,0.7582947,1.071466667,3.41,85.25,2.62,33394,1.00E-05,22.54892349,46.85,23.52,29.63,54.008224,2.1893406,41.467274,2.2325754,0.2958,1352.943854,0.1904,12.62384199,0.335487144,0.58851825
3106500,0.24,0.5,0.55,0.19,5,1040.4432,3.5358553,0.867925,8.44,71.12,17.5,25884,1.00E-05,17.08024129,56.21,24.75,19.04,50.068153,1.774756,39.141754,0.6236907,0.34,997.9999557,0.2086,3.5,0.260707939,0.520976608
5311000,0.16,0.3,0.48,0.12,7,15896.2041,0.34137952,0.548471429,9.16,6.89,58.26,28058,1.00E-05,36.16771903,58.17,24.99,16.84,80.887856,3.9369404,61.854248,1.8591347,0.2867,685.4551475,192.8075,3.39052638,0.751660659,0.282180026
1433500,0.26,0.41,0.51,0.21,4,523.908,0.9358631,1.0673,0,100,0,19000,1.00E-05,10.78507663,60.09,15.28,24.62,42.51663,2.1208935,31.282837,0.9369737,0.33,1197.798398,0.1813,2.78,0.442725604,0.396978722
1672500,0.28,0.48,0.46,0.23,4,1023.4908,0.32471043,0.8197,10.96,59.39,23.66,2741,0.00073619,11.61439078,38.59,32.32,29.16,34.83792,1.9804169,26.99403,1.0586858,0.2739,1102.665174,2.936,5.262307692,0.579255377,0.518220917
5304500,0.12,0.2,0.54,0.1,5,4626.3609,1.1285328,0.48345,3.95,0.69,90.31,29905,1.00E-05,14.25201584,48.7,23.64,27.65,42.74738,3.2974327,34.262676,1.6513427,0.2703,652.4527062,245.1742,8.053124572,0.293034147,0.668923812
7288280,0.19,0.32,0.46,0.21,5,1453.4586,0.6400623,0.9096,6.17,0,53.91,3475,1.00E-05,21.58516117,51.27,37.3,11.43,45.93831,2.7552693,41.01511,2.213969,0.3688,1347.605525,190.0042,1.46,1.165190157,0.45215334
3261500,0.25,0.34,0.35,0.19,5,1409.3892,12.936493,0.800675,93.34,3.46,1.35,28253,3.55E-05,14.94410678,51.83,29.77,18.4,50.33284,1.6332169,38.87851,0.98738694,0.37,1025.903018,0.0366,1.852825414,0.31766757,0.592187951
5473400,0.2,0.41,0.47,0.15,5,1384.0074,0.23154564,0.740075,2.91,37.8,47.56,17372,1.00E-05,11.12714359,55.24,30.23,14.52,41.02415,2.217671,28.355349,1.1725274,0.3272,948.7439414,0.0896,2.120270429,0.716567502,0.401665279
1425000,0.23,0.43,0.51,0.2,4,1187.2116,0.28318924,1.04114,4.42,67.76,20.79,30144,0.01305891,17.50136876,52.88,14.67,32.28,48.799984,1.7956057,42.561497,0.9295175,0.3189,1098.107949,0.1555,7.17773743,0.414995894,0.355780573
8172000,0.23,0.39,0.29,0.37,4,2189.7225,0.5267669,0.49825625,17.56,10.25,51.54,9779,0.0006806,12.7955695,41.96,40.27,17.77,35.678555,1.8783062,19.221582,0.95108813,0.3528,869.9291368,29.4158,3.691358829,1.640637475,0.158514431
6236100,0.12,0.13,0.16,0.1,7,11524.9095,9.920198,0.127866667,2.08,0,9.82,145215,0.00134705,37.44695883,34.24,18.06,47.73,76.02656,1.5865313,73.289894,1.2318976,0.3094,165.505486,120.7073,9.107433918,0.226268347,0.527166187
6066500,0.14,0.22,0.19,0.1,7,43500.2985,2.7993622,0.212433333,9.08,2.24,26.85,105875,1.00E-05,161.0409604,41.22,15.22,43.56,119.395065,3.68617,117.6811,2.9808702,0.1228,339.3373131,0.0492,8.33,0.136872886,0.634018182
9171100,0.12,0.12,0.12,0.11,5,5556.5181,0.34304136,0.172588889,0,15.43,0.79,149336,0.00231987,12.04780774,40.78,28.95,30.27,39.613113,1.3683757,48.259075,0.96297026,0.277,347.3852066,1.2418,3.41982336,0.423828547,0.482170344
7069000,0.16,0.35,0.36,0.12,7,12599.7696,0.8861515,0.826266667,8.45,0.1,43.51,7536,1.00E-05,186.7329638,48.76,29.13,22.11,141.45287,4.4652505,128.29512,3.7177572,0.394,1218.007803,88.9925,4.948247423,0.893111264,0.265635567
2482000,0.29,0.51,0.42,0.25,6,2343.0348,0.8079794,0.957866667,19.73,30.67,33.44,10958,1.00E-05,37.66287444,59.19,21.09,19.72,64.21988,4.0040903,40.44325,4.3401875,0.2957,1370.863175,10.4264,3.12,1.50922116,0.137036866
1117500,0.25,0.33,0.42,0.21,4,257.7222,0.2993245,1.110555556,4.34,63.34,6.64,1492,1.00E-05,5.814855085,33.42,3.57,63.02,24.75172,1.8082374,18.507671,1.0217129,0.2183,1243.773776,0.0253,24.8692624,0.483849811,0.652042688
2456500,0.28,0.51,0.44,0.23,5,2301.3981,0.8163934,0.980014286,13.17,65.4,6.49,8467,1.00E-05,44.00784835,42.19,25.99,31.81,63.523403,2.6436272,57.58016,2.13139,0.2895,1438.603318,0.2102,4.339133264,0.321011914,0.696148805
9304800,0.17,0.2,0.2,0.13,5,2652.8715,3.7135403,0.2426,2.24,44.7,13.56,180173,0.00171752,19.47272781,44.44,21.78,33.78,42.028282,1.327384,36.479088,0.8793138,0.2813,391.9953208,2.3355,6.474647399,0.286508083,0.509760716
